"venue","year","paper_type","title","speakers","authors","affiliations","arxiv_ids","session_name","scheduled_date","scheduled_time","duration_minutes","presentation_url","video_url","youtube_id","award","notes","_entry_id","_entry_type","_url","_howpublished","abstract"
"TQC","2023","regular","Qubit-Efficient Randomized Quantum Algorithms for Linear Algebra","Samson Wang","Samson Wang; Sam McArdle; Mario Berta","","2302.01873","","2023-07-25","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T1887","Workshop","https://arxiv.org/abs/2302.01873","Talk","We propose a class of randomized quantum algorithms for the task of sampling from matrix functions, without the use of quantum block encodings or any other coherent oracle access to the matrix elements. As such, our use of qubits is purely algorithmic, and no additional qubits are required for quantum data structures. For N times N Hermitian matrices, the space cost is łog(N)+1 qubits and depending on the structure of the matrices, the gate complexity can be comparable to state-of-the-art methods that use quantum data structures of up to size O(N^2), when considering equivalent end-to-end problems. Within our framework, we present a quantum linear system solver that allows one to sample properties of the solution vector, as well as algorithms for sampling properties of ground states and Gibbs states of Hamiltonians. As a concrete application, we combine these sub-routines to present a scheme for calculating Green's functions of quantum many-body systems."
"TQC","2023","regular","Improved simulation of quantum circuits dominated by free Fermionic operations","Oliver Reardon","Oliver Reardon-Smith; Kamil Korzekwa; Michał Oszmaniec","","","","2023-07-28","11:15:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T1889","Workshop","","Talk","We present a classical algorithm capable of estimating Born rule probabilities of quantum circuits consisting of matchgate/Fermionic linear optical (FLO) unitaries and non-FLO controlled-phase gates with arbitrary phases. Our algorithm has asymptotic runtime linear in an (in general) exponentially large quantity we have named the “FLO-extent”, and is at most polynomial all other parameters. The FLO-extent is defined in a similar way to the stabilizer extent known from the literature on quantum simulation using stabilizer decompositions. The FLO extent is sub-multiplicative, and the multiplicative upper bound leads to a runtime for our algorithm which doubles for each swap gate, or controlled-Z gate added to the circuit. Controlled-phase gates with different phases have lower extent, smoothly interpolating between 1 and 2. These numbers can be compared with the prior state of-the-art for this task, the runtime of which is multiplied by a factor 9 for each CZ-gate. This dramatic difference in performance is due to our use of methods we have developed to perform tasks in the FLO subtheory in a phase-sensitive way, allowing us to decompose the relevant “magic states” at the level of statevectors rather than density operators. Our results are formulated for quantum circuits, directly extending the class of quantum computations that can be simulated using current classical computers. However, the FLO subtheory also naturally represents the evolution of non-interacting Fermions, while the addition of non-FLO unitaries to the circuit can represent interactions between Fermions. We therefore expect that our results will be applicable to classical simulations of weakly interacting Fermions, with potential applications in condensed matter and quantum chemistry research. In addition to practical simulation our work is part of the ongoing effort to understand the differences between the computational power of classical and that of quantum mechanics. By extending classical simulation methods to new areas we can focus attention on those features of quantum computations which are necessary for meaningful ""quantum advantage""."
"TQC","2023","regular","Almost qudits in the prepare-and-measure scenario","Armin Tavakoli","Jef Pauwels; Stefano Pironio; Erik Woodhead; Armin Tavakoli","","2208.07887","","2023-07-25","15:40:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T1960","Workshop","https://arxiv.org/abs/2208.07887","Talk","Quantum communication is often investigated in scenarios where only the dimension of Hilbert space is known. However, assigning a precise dimension is often an approximation of what is actually a higher-dimensional process. Here, we introduce and investigate quantum information encoded in carriers that nearly, but not entirely, correspond to standard qudits. We demonstrate the relevance of this concept for semi-device-independent quantum information by showing how small higher-dimensional components can significantly compromise the conclusions of established protocols. Then we provide a general method, based on semidefinite relaxations, for bounding the set of almost qudit correlations, and apply it to remedy the demonstrated issues. This method also offers a novel systematic approach to the well-known task of device-independent tests of classical and quantum dimensions with unentangled devices. Finally, we also consider viewing almost qubit systems as a physical resource available to the experimenter and determine the optimal quantum protocol for the well-known Random Access Code."
"TQC","2023","regular","On the Duality of Teleportation and Dense Coding","Felix Leditzky","Eric Chitambar; Felix Leditzky","","","","2023-07-27","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T2414","Workshop","","Talk","Quantum teleportation is a quantum communication primitive that allows a long-distance quantum channel to be built using pre-shared entanglement and one-way classical communication. However, the quality of the established channel crucially depends on the quality of the pre-shared entanglement. In this work, we revisit the problem of using noisy entanglement for the task of teleportation. We first show how this problem can be rephrased as a state discrimination problem. In this picture, a quantitative duality between teleportation and dense coding emerges in which every Alice-to-Bob teleportation protocol can be repurposed as a Bob-to-Alice dense coding protocol, and the quality of each protocol can be measured by the success probability in the same state discrimination problem. One of our main results provides a complete characterization of the states that offer no advantage in one-way teleportation protocols over classical states, thereby offering a new and intriguing perspective on the long-standing open problem of identifying such states. This also yields a new proof of the known fact that bound entangled states cannot exceed the classical teleportation threshold. Moreover, our established duality between teleportation and dense coding can be used to show that the exact same states are unable to provide a non-classical advantage for dense coding as well. We also discuss the duality from a communication capacity point of view, deriving upper and lower bounds on the accessible information of a dense coding protocol in terms of the fidelity of its associated teleportation protocol. A corollary of this discussion is a simple proof of the previously established fact that bound entangled states do not provide any advantage in dense coding."
"TQC","2023","regular","Out-of-distribution generalization for learning quantum dynamics and dynamical simulation","Matthias C. Caro","Matthias C. Caro; Hsin-Yuan Huang; Joe Gibbs; Nic Ezzell; Andrew Sornborger; Lukasz Cincio; Patrick Coles; Zoe Holmes","","2204.10268","","2023-07-28","15:40:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T2904","Workshop","https://arxiv.org/abs/2204.10268 https://arxiv.org/abs/2204.10269 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1687637585-poster-2904.pdf https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1687637585-video-2904.mp4","Talk","Generalization bounds are a critical tool to assess the training data requirements of Quantum Machine Learning (QML). In this work, we prove the first out-of-distribution generalization guarantees in QML, where we require a trained model to perform well even on testing data drawn from a distribution different from the training data distribution. Namely, we establish out-of-distribution generalization for the task of learning an unknown unitary using a quantum neural network and for a broad class of training and testing distributions. In particular, we show that one can learn the action of a unitary on entangled states using only product state training data. Since product states can be prepared using only single-qubit gates, this advances the near-term prospects of QML for learning quantum dynamics, and further opens up new methods for both the classical and quantum compilation of quantum circuits. Based on these insights, we propose a QML-based algorithm for simulating quantum dynamics on near-term quantum hardware and rigorously prove its resource-efficiency in terms of qubit and training data requirements. We also demonstrate the viability of this algorithm through numerical experiments, both in classical simulations and on quantum hardware. Finally, we embed this algorithm in a broader framework for using QML methods for quantum dynamical simulation on NISQ devices."
"TQC","2023","regular","Contextuality in composite systems: the role of entanglement in the Kochen-Specker theorem","Ravi Kunjwal","Ravi Kunjwal; Victoria Wright","","2109.13594","","2023-07-25","11:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T2989","Workshop","https://arxiv.org/abs/2109.13594","Talk","The fact that quantum theory radically departs from 'classical lines of thought' is a critical driver for its applications in quantum information and computation. A famous example of this radical departure—this nonclassicality—is entanglement. Bell's theorem shows that shared entanglement can be used to generate correlations between non-communicating parties in ways that are impossible to do without communication if one only had access to classical shared randomness. In their very formulation, both entanglement and Bell's theorem are composite notions of nonclassicality, i.e., they require at least two parties to be meaningful. Another key notion of nonclassicality is contextuality that follows from the Kochen-Specker theorem: this notion is applicable to single systems. I will present some recent results on the interplay between contextuality and entanglement in composite systems and their consequences for our understanding of restricted models of multiqubit quantum computation with state injection that have been previously proposed. Based on V.J. Wright and R. Kunjwal, Quantum 7, 900 (2023)."
"TQC","2023","regular","Thrifty shadow estimation: re-using quantum circuits and bounding tails","Jonas Helsen","Jonas Helsen; Michael Walter","","2212.06240","","2023-07-24","11:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T3723","Workshop","https://arxiv.org/abs/2212.06240","Talk","Randomized shadow estimation is a recent protocol that allows estimating exponentially many expectation values of a quantum state from ``classical shadows'', obtained by applying random quantum circuits and computational basis measurements. In this paper we study the statistical efficiency of this approach in light of near-term quantum computing. In particular, we propose and analyze a more practically-implementable variant of the protocol, thrifty shadow estimation, in which quantum circuits are reused many times instead of having to be freshly generated for each measurement (as in the original protocol). We show that the effect of this reuse strongly depends on the family of quantum circuits that is chosen. In particular, it is maximally effective when sampling Haar random unitaries, and maximally ineffective when sampling Clifford circuits (even though the Clifford group forms a three-design). To interpolate between these two extremes, we provide an efficiently simulable family of quantum circuits inspired by a recent construction of approximate t-designs. Finally we consider tail bounds for shadow estimation and discuss when median-of-means estimation can be replaced with standard mean estimation."
"TQC","2023","regular","Perturbative quantum simulation","Jinzhao Sun","Jinzhao Sun; Suguru Endo; Patrick Hayden; Huiping Lin; Xiao Yuan; Vlatko Vedral","","2106.05938","","2023-07-27","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T3955","Workshop","https://arxiv.org/abs/2106.05938","Talk","Approximation based on perturbation theory is the foundation for most of the quantitative predictions of quantum mechanics, whether in quantum many-body physics, chemistry, or other domains. Quantum computing provides an alternative to the perturbation paradigm, yet current quantum processors with few noisy qubits are of limited practical utility. In this talk, we introduce perturbative quantum simulation, which combines the complementary strengths of the two approaches, enabling the solution of large quantum problems using limited intermediate-scale quantum hardware. The use of a quantum processor alleviates the need to identify a solvable unperturbed Hamiltonian, while the introduction of perturbative coupling permits a quantum processor to simulate systems with larger sizes. We present an explicit perturbative expansion that mimics the Dyson series expansion and involves only local unitary operations. We then discuss its optimality over other expansions under certain conditions. This perturbative approach is benchmarked by simulating the interacting dynamics of representative quantum systems."
"TQC","2023","regular","Quantum theory in finite dimension cannot explain every general process with finite memory","Josep Lumbreras Zarapico","Marco Fanizza; Josep Lumbreras; Andreas Winter","","2209.11225","","2023-07-26","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4004","Workshop","https://arxiv.org/abs/2209.11225 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688151704-video-4004tqc2023.mp4","Talk","Arguably, the largest class of stochastic processes generated by means of a finite memory consists of those that are sequences of observations produced by sequential measurements in a suitable generalized probabilistic theory (GPT). These are constructed from a finite-dimensional memory evolving under a set of possible linear maps, and with probabilities of outcomes determined by linear functions of the memory state. Examples of such models are given by classical hidden Markov processes, where the memory state is a probability distribution, and at each step it evolves according to a non-negative matrix, and hidden quantum Markov processes, where the memory state is a finite dimensional quantum state, and at each step it evolves according to a completely positive map. Here we show that the set of processes admitting a finite-dimensional explanation do not need to be explainable in terms of either classical probability or quantum mechanics. To wit, we exhibit families of processes that have a finite-dimensional explanation, defined manifestly by the dynamics of explicitly given GPT, but that do not admit a quantum, and therefore not even classical, explanation in finite dimension. Furthermore, we present a family of quantum processes on qubits and qutrits that do not admit a classical finite-dimensional realization, which includes examples introduced earlier by Fox, Rubin, Dharmadikari and Nadkarni as functions of infinite dimensional Markov chains, and lower bound the size of the memory of a classical model realizing a noisy version of the qubit processes."
"TQC","2023","regular","Doubling the order of approximation via the randomized product formula","Chien Hung, Cho","Chien-Hung Cho; Dominic W. Berry; Min-Hsiu Hsieh","","2210.11281","","2023-07-27","11:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4057","Workshop","https://arxiv.org/abs/2210.11281","Talk","Randomization has been applied to Hamiltonian simulation in a number of ways to improve the accuracy or efficiency of product formulas. Deterministic product formulas are often constructed in a symmetric way to provide accuracy of even order 2k. We show that by applying randomized corrections, it is possible to more than double the order to 4k + 1 (corresponding to a doubling of the order of the error). In practice, applying the corrections in a quantum algorithm requires some structure to the Hamiltonian, for example the Pauli strings as are used in the simulation of quantum chemistry."
"TQC","2023","regular","Distributed Merlin-Arthur Synthesis of Quantum States and Its Applications","Masayuki Miyamoto","François Le Gall; Masayuki Miyamoto; Harumichi Nishimura","","","","2023-07-24","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4427","Workshop","","Talk","The generation and verification of quantum states are fundamental tasks for quantum information processing that have recently been investigated by Irani, Natarajan, Nirkhe, Rao and Yuen [CCC 2022], Rosenthal and Yuen [ITCS 2022], Metger and Yuen [QIP 2023] under the term emphstate synthesis. This paper studies this concept from the viewpoint of quantum distributed computing, and especially distributed quantum Merlin-Arthur (dQMA) protocols. We first introduce a novel task, on a line, called state generation with distributed inputs (SGDI). In this task, the goal is to generate the quantum state Uketpsi at the rightmost node of the line, where ketpsi is a quantum state given at the leftmost node and U is an unitary matrix whose description is distributed over the nodes of the line. We give a dQMA protocol for SGDI and utilize this protocol to construct a dQMA protocol for the Set Equality problem studied by Naor, Parter and Yogev [SODA 2020], and complement our protocol by showing classical lower bounds for this problem. Our second contribution is a dQMA protocol, based on a recent work by Zhu and Hayashi [Physical Review A, 2019], to create EPR-pairs between adjacent nodes of a network without quantum communication. As an application of this dQMA protocol, we prove a general result showing how to convert any dQMA protocol on an arbitrary network into another dQMA protocol where the verification stage does not require any quantum communication."
"TQC","2023","regular","Optimal Hadamard gate count for Clifford+T synthesis of Pauli rotations sequences","Vivien Vandaele","Vivien Vandaele; Simon Martiel; Simon Perdrix; Christophe Vuillot","","2302.07040","","2023-07-26","11:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4442","Workshop","https://arxiv.org/abs/2302.07040","Talk","The Clifford+T gate set is commonly used to perform universal quantum computation. In such setup the T gate is typically much more expensive to implement in a fault-tolerant way than Clifford gates. To improve the feasibility of fault-tolerant quantum computing it is then crucial to minimize the number of T gates. Many algorithms, yielding effective results, have been designed to address this problem. It has been demonstrated that performing a pre-processing step consisting of reducing the number of Hadamard gates in the circuit can help to exploit the full potential of these algorithms and thereby lead to a substantial T-count reduction. Moreover, minimizing the number of Hadamard gates also restrains the number of additional qubits and operations resulting from the gadgetization of Hadamard gates, a procedure used by some compilers to further reduce the number of T gates. In this work we tackle the Hadamard gate reduction problem, and propose an algorithm for synthesizing a sequence of Pauli rotations with a minimal number of Hadamard gates. Based on this result, we present an algorithm which optimally minimizes the number of Hadamard gates lying between the first and the last T gate of the circuit."
"TQC","2023","regular","Concentration bounds for quantum states and limitations on the QAOA from polynomial approximations","Tony Metger","Anurag Anshu; Tony Metger","","2209.02715","","2023-07-25","10:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4520","Workshop","https://arxiv.org/abs/2209.02715","Talk","We prove concentration bounds for the following classes of quantum states: (i) output states of shallow quantum circuits; (ii) injective matrix product states; (iii) output states of dense Hamiltonian evolution, i.e.~states of the form e^ıota H^(p) cdots e^ıota H^(1) ketpsi_0 for any n-qubit product state ketpsi_0, where each H^(i) can be any local commuting Hamiltonian satisfying a norm constraint, including dense Hamiltonians with interactions between any qubits. Our proofs use polynomial approximations to show that these states are close to local operators. This implies that the distribution of the Hamming weight of a computational basis measurement (and of other related observables) concentrates. An example of (iii) are the states produced by the quantum approximate optimisation algorithm (QAOA). Using our concentration results for these states, we show that for a random spin model, the QAOA can only succeed with negligible probability even at super-constant level p = o(łog łog n), assuming a strengthened version of the so-called overlap gap property. This gives the first limitations on the QAOA on dense instances at super-constant level."
"TQC","2023","regular","Composite Classical and Quantum Channel Discrimination","Bjarne Bergh","Bjarne Bergh; Nilanjana Datta; Robert Salzmann","","","","2023-07-28","10:45:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4791","Workshop","","Talk","We study the problem of binary composite channel discrimination in the asymmetric setting, where the hypotheses are given by fairly arbitrary sets of channels, and samples do not have to be identically distributed. In the case of quantum channels we prove: (i) a characterization of the Stein's exponent for parallel channel discrimination strategies and (ii) an upper bound on the Stein's exponent for adaptive channel discrimination strategies. We further show that already for classical channels this upper bound can sometimes be achieved and be strictly larger than what is possible with parallel strategies. Hence, there can be an advantage of adaptive channel discrimination strategies with composite hypotheses for classical channels, unlike in the case of simple hypotheses. Moreover, we show that classically this advantage can only exist if the sets of channels corresponding to the hypotheses are non-convex. As a consequence of our more general treatment, which is not limited to the composite i.i.d. setting, we also obtain a generalization of previous composite state discrimination results."
"TQC","2023","regular","A Complete Equational Theory for Quantum Circuits","Simon Perdrix","Alexandre Clément; Nicolas Heurtel; Shane Mansfield; Simon Perdrix; Benoît Valiron","","","","2023-07-26","12:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T4856","Workshop","","Talk","We introduce the first complete equational theory for quantum circuits. More precisely, we introduce a set of circuit equations that we prove to be sound and complete: two circuits represent the same quantum evolution if and only if they can be transformed one into the other using the equations. The proof is based on the properties of multi-controlled gates – that are defined using elementary gates – together with an encoding of quantum circuits into linear optical circuits, for which we introduce a complete axiomatisation. This completeness result lays the formal foundation for the development of compiling tasks like circuit optimisation, hardware constraint satisfaction, and circuit verification."
"TQC","2023","regular","Improved lower bounds on two-way quantum capacities of Gaussian channels","Francesco Anna Mele","Francesco Anna Mele; Ludovico Lami; Vittorio Giovannetti","","2303.12867","","2023-07-25","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5119","Workshop","https://arxiv.org/abs/2303.12867","Talk","The two-way capacities of quantum channels determine the ultimate entanglement and secret-key distribution rates achievable by two distant parties that are connected by a noisy transmission line, in absence of quantum repeaters. Since repeaters will likely be expensive to build and maintain, a central open problem of quantum communication is to understand what performances are achievable without them. In this paper, we find a new lower bound on the energy-constrained and unconstrained two-way quantum and secret-key capacities of all phase-insensitive bosonic Gaussian channels, namely thermal attenuator, thermal amplifier, and additive Gaussian noise, which are realistic models for the noise affecting optical fibres or free-space links. Ours is the first nonzero lower bound on the two-way quantum capacity in the parameter range where the (reverse) coherent information becomes negative, and it shows explicitly that entanglement distribution is always possible when the channel is not entanglement breaking. This completely solves a crucial open problem of the field, namely, establishing the maximum excess noise which is tolerable in continuous-variable quantum key distribution. In addition, our construction is fully explicit, i.e.~we devise and optimise a concrete entanglement distribution and distillation protocol that works by combining recurrence and hashing protocols."
"TQC","2023","regular","Quantum supremacy in mechanical tasks: projectiles, rockets and quantum backflow","David Trillo","David Trillo; Thinh Le; Miguel Navascues","","2209.00725","","2023-07-27","13:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5145","Workshop","https://arxiv.org/abs/2209.00725","Talk","We consider a non-relativistic quantum particle in an infinite line. We estimate the maximum probability of finding the particle at some distant position given that it is initially bound in some region. We prove that quantum mechanics allows for greater probabilities than classical mechanics - thus obtaining a new kind of quantum advantage. We show that this effect is mathematically related to quantum backflow, and use this to improve the upper bounds on the Bracken-Mellow constant. Several generalizations are studied."
"TQC","2023","regular","Connecting indefinite causal order processes to composable quantum protocols in a spacetime","Matthias Salzger","Matthias Salzger; V. Vilasini","","2304.06735","","2023-07-27","14:00:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5276","Workshop","https://arxiv.org/abs/2304.06735 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688052738-video-TQC_talk_summary.mp4","Talk","The process matrix framework models quantum protocols without assuming a definite acyclic causal order between the operations of parties in the protocol. This leads to so-called indefinite causal order processes which have been shown to provide advantages for quantum information processing. However, there have been longstanding open questions regarding the subset of practically realisable process matrices, as well as challenges in formulating their composition. We make progress on addressing such questions by connecting an important subset of process matrices, namely quantum circuits with quantum control of causal order (QC-QC) with so-called causal boxes which describe practical quantum information protocols in spacetime. Causal boxes are fully closed under composition and incorporate physical principles such as relativistic causality in spacetime. We first identify a notion of operational equivalence between QC-QCs and causal boxes by connecting state spaces and operations in the two formalisms. We then explicitly construct for each QC-QC an operationally equivalent causal box that satisfies certain special mathematical properties that allows the causal box to be interpreted as a process, this corresponds to a subset of causal boxes previously known as process boxes. This allows us to define composition of QC-QCs in terms of composition of causal boxes which is well-defined. We conjecture with a proof sketch that the spatiotemporal labels involved in their description can be simplified to a certain totally ordered form. Based on this, we establish through a constructive proof that every process box can be mapped to an operationally equivalent QCQC. This indicates that the subset of indefinite causal order processes realisable in a background spacetime correspond to controlled superpositions of acyclic orders, which in particular rules out processes violating so-called causal inequalities. Our results shed light on the practicality and composability questions for indefinite causal structures while introducing new physically-motivated tools for studying their applications for quantum information processing in spacetime."
"TQC","2023","regular","Elfs, trees and quantum walks","Stephen Piddock","Stephen Piddock; Simon Apers","","2211.16379","","2023-07-25","15:40:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5309","Workshop","https://arxiv.org/abs/2211.16379","Talk","We study an elementary Markov process on graphs based on electric flow sampling (elfs). The elfs process repeatedly samples from an electric flow on a graph. While the sinks of the flow are fixed, the source is updated using the electric flow sample, and the process ends when it hits a sink vertex. We argue that this process naturally connects to many key quantities of interest. E.g., we describe a random walk coupling which implies that the elfs process has the same arrival distribution as a random walk. We also analyze the electric hitting time, which is the expected time before the process hits a sink vertex. As our main technical contribution, we show that the electric hitting time on trees is logarithmic in the graph size and weights. The initial motivation behind the elfs process is that quantum walks can sample from electric flows, and they can hence implement this process very naturally. This yields a quantum walk algorithm for sampling from the random walk arrival distribution, which has widespread applications. It complements the existing line of quantum walk search algorithms which only return an element from the sink, but yield no insight in the distribution of the returned element. By our bound on the electric hitting time on trees, the quantum walk algorithm on trees requires quadratically fewer steps than the random walk hitting time, up to polylog factors."
"TQC","2023","regular","The learnability of Pauli noise","Senrui Chen","Senrui Chen; Yunchao Liu; Matthew Otten; Alireza Seif; Bill Fefferman; Liang Jiang","","2206.06362","","2023-07-28","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5371","Workshop","https://arxiv.org/abs/2206.06362 https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688149277-poster-TQC_Learnability_Pauli.pdf","Talk","Recently, several quantum benchmarking algorithms have been developed to characterize noisy quantum gates on today's quantum devices. A well-known issue in benchmarking is that not everything about quantum noise is learnable due to the existence of gauge freedom, leaving open the question of what information about noise is learnable and what is not, which has been unclear even for a single CNOT gate. Here we give a precise characterization of the learnability of Pauli noise channels attached to Clifford gates, showing that learnable information corresponds to the cycle space of the pattern transfer graph of the gate set, while unlearnable information corresponds to the cut space. This implies the optimality of cycle benchmarking, in the sense that it can learn all learnable information about Pauli noise. We experimentally demonstrate noise characterization of IBM's CNOT gate up to 2 unlearnable degrees of freedom, for which we obtain bounds using physical constraints. In addition, we give an attempt to characterize the unlearnable information by assuming perfect initial state preparation. However, based on the experimental data, we conclude that this assumption is inaccurate as it yields unphysical estimates, and we obtain a lower bound on state preparation noise."
"TQC","2023","regular","Sequential Methods in Quantum Hypothesis Testing","John Calsamiglia","John Calsamiglia; Marco Fanizza; Christoph Hirche; Yonglong Li; Esteban Martínez Vargas; Ramon Muñoz-Tapia; Gael Sentis; Michalis Skotiniotis; Vincent Tan; Marco Tomamichel","","2208.03265","","2023-07-28","15:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5807","Workshop","https://arxiv.org/abs/2208.03265 https://arxiv.org/abs/2104.14706","Talk","The task of testing the validity of a hypothesis underlies numerous applications in quantum information theory. The most commonly investigated approach is that of gathering all the available (quantum) data and making a final decision based on a collective measurement. However, such offline strategies are often far from practical, both in the amount of data required as well as in the complexity of the required measurement. In some settings, when the goal is quick detection, offline algorithms are not applicable at all, as they can only make a decision once all samples are received. Sequential methods offer the use of online strategies, where samples are requested on a need-to-know basis, drastically reducing the number of required samples in order to guarantee the, task specific, associated performance criteria. While extensively investigated and applied in the classical setting, we know far less about the optimal performance of such online strategies when quantum data is available. In this joint submission we present major recent progress on sequential methods for the fundamental tasks of quantum state discrimination, channel discrimination and quickest change point detection. In summary, we provide a comprehensive picture of the optimal asymptotic performance of online strategies in these settings under different performance criteria."
"TQC","2023","regular","Going beyond the scale: Uniform observable error bounds for Trotter formulae in the semiclassical regime","Di Fang","Di Fang; Yonah Borns-Weil","","2208.07957","","2023-07-28","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5924","Workshop","https://arxiv.org/abs/2208.07957","Talk","By no fast-forwarding theorem, the simulation time for the Hamiltonian evolution needs to be Ør(|H| t), which essentially states that one can not go across the multiple scales as the simulation time for the Hamiltonian evolution needs to be strictly greater than the physical time. We demonstrated in the context of the semiclassical Schrödinger equation that the computational cost for a class of observables can be much lower than the state-of-the-art bounds. In the semiclassical regime (the effective Planck constant h łl 1), the operator norm of the Hamiltonian is Ør(h^-1). We show that the number of Trotter steps used for the observable evolution can be Ør(1), that is, to simulate some observables of the Schrödinger equation on a quantum scale only takes the simulation time comparable to the classical scale. In terms of error analysis, we improve the additive observable error bounds [Lasser-Lubich 2020] to uniform-in-h observable error bounds. This is, to our knowledge, the first uniform observable error bound for semiclassical Schr""odinger equation without sacrificing the convergence order of the numerical method. Based on semiclassical calculus and discrete microlocal analysis, our result showcases the potential improvements taking advantage of multiscale properties, such as the smallness of the effective Planck constant, of the underlying dynamics and sheds light on going across the scale for quantum dynamics simulation."
"TQC","2023","regular","Influences of Fourier completely bounded polynomials and classical simulation of quantum algorithms","Francisco Escudero Gutiérrez","Francisco Escudero Gutiérrez","","2304.06713","","2023-07-28","10:45:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T5976","Workshop","https://arxiv.org/abs/2304.06713","Talk","We give a new presentation of the main result of Arunachalam, Briët and Palazuelos (SICOMP'19) and show that quantum query algorithms are characterized by a new class of polynomials which we call Fourier completely bounded polynomials. We conjecture that all such polynomials have an influential variable. This conjecture is weaker than the famous Aaronson-Ambainis (AA) conjecture (Theory of Computing'14), but has the same implications for classical simulation of quantum query algorithms. We prove a new case of the AA conjecture by showing that it holds for homogeneous Fourier completely bounded polynomials.This implies that if the output of d-query quantum algorithm is a homogeneous polynomial p of degree 2d, then it has a variable with influence at least Var[p]^2. In addition, we give an alternative proof of the results of Bansal, Sinha and de Wolf (CCC'22 and QIP'23) showing that block-multilinear completely bounded polynomials have influential variables. Our proof is simpler, obtains better constants and does not use randomness."
"TQC","2023","regular","Circuit depth versus energy in topologically ordered systems","Arkin Tikku","Arkin Tikku; Isaac Kim","","","","2023-07-25","16:10:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6087","Workshop","https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688308043-poster-6087.pdf https://tqc-conference.org/wp-content/uploads/cfdb7_uploads/1688308043-video-6087.mp4","Talk","We prove a nontrivial circuit-depth lower bound for preparing a low-energy state of a locally interacting quantum many-body system in two dimensions, assuming the circuit is geometrically local. For preparing any state which has an energy density of at most ε with respect to Kitaev's toric code Hamiltonian on a two dimensional lattice Λ, we prove a lower bound of Ømegałeft(minłeft(1/epsilon^frac1-alpha2, sqrtabsŁambdaright)right) for any alpha &gt;0. We discuss two implications. First, our bound implies that the lowest energy density obtainable from a large class of existing variational circuits (e.g., Hamiltonian variational ansatz) cannot, in general, decay exponentially with the circuit depth. Second, if long-range entanglement is present in the ground state, this can lead to a nontrivial circuit-depth lower bound even at nonzero energy density. Unlike previous approaches to prove circuit-depth lower bounds for preparing low energy states, our proof technique does not rely on the ground state to be degenerate."
"TQC","2023","regular","A Unified Graph-Theoretic Framework for Free-Fermion Solvability","Samuel Elman","Adrian Chapman; Samuel Elman; Ryan Mann","","","","2023-07-27","10:30:00","30","","","","","BibTeX entry type: Workshop (workshop track)","T6118","Workshop","https://arxiv.org/pdf/2305.15625.pdf","Talk","We show that a quantum spin system has an exact description by noninteracting fermions if its frustration graph is claw-free and contains a simplicial clique. The frustration graph of a spin model captures the pairwise anticommutation relations between Pauli terms of its Hamiltonian in a given basis. This result captures a vast family of known free-fermion solutions. In previous work, it was shown that a free-fermion solution exists if the frustration graph is either a line graph, or (even-hole, claw)-free. The former case generalizes the celebrated Jordan-Wigner transformation and includes the exact solution to the Kitaev honeycomb model. The latter case generalizes a nonlocal solution to the four-fermion model given by Fendley. Our characterization unifies these two approaches, extending generalized Jordan-Wigner solutions to the nonlocal setting and generalizing the four-fermion solution to models of arbitrary spatial dimension. Our key technical insight is the identification of a class of cycle symmetries for all models with claw-free frustration graphs. We prove that these symmetries commute, and this allows us to apply Fendley's solution method to each symmetric subspace independently. Finally, we give a physical description of the fermion modes in terms of operators generated by repeated commutation with the Hamiltonian. This connects our framework to the developing body of work on operator Krylov subspaces. Our results deepen the existing connection between many-body physics and the mathematical theory of claw-free graphs."
